Class,HtmlExists,DomainCount,DotCount,AccountExists,PaypalExists,LoginExists,BankExists
0,0,0,2,0,0,0,0
1,0,3,1957,1,0,0,0
0,0,0,52,0,0,0,0
1,0,7,2051,1,0,0,1
1,1,0,2342,1,0,0,0
0,0,0,107,0,0,0,0
0,0,0,266,0,0,0,0
0,0,0,16,0,0,0,0
1,0,0,569,0,0,0,1
0,0,0,3,0,0,0,0
0,0,0,45,0,0,0,0
0,0,1,153,0,0,0,0
0,0,0,16,0,0,0,0
1,0,5,2965,1,0,0,1
0,0,1,111,0,0,0,0
1,0,2,2870,0,0,0,1
1,0,0,2975,1,0,0,1
0,0,0,84,0,0,0,0
1,0,0,1494,0,0,0,0
1,0,2,336,0,0,0,0
1,0,0,3186,0,0,0,1
0,0,2,255,0,0,0,0
1,0,0,2249,1,0,0,1
1,0,1,3231,1,0,0,1
1,0,0,1142,1,0,0,1
1,0,2,213,0,0,0,0
0,0,0,37,0,0,0,0
0,0,2,296,0,0,0,0
1,0,4,2658,1,0,0,1
0,0,1,150,0,0,0,0
0,0,0,10,0,0,0,0
1,1,0,1902,1,0,0,1
1,0,1,1938,1,0,0,0
0,0,1,83,0,0,0,0
0,0,1,106,0,0,0,0
0,0,13,19773,1,0,0,0
1,0,9,3136,1,0,0,1
0,0,0,3,0,0,0,0
0,0,10,6100,0,0,0,0
1,1,7,1634,1,0,0,1
1,0,0,2468,1,0,0,1
1,0,3,2857,1,0,0,1
0,0,0,50,0,0,0,0
0,0,0,113,0,0,0,0
0,0,0,96,0,0,0,0
0,0,0,3,0,0,0,0
1,1,10,3029,1,0,0,1
0,0,0,32,0,0,0,0
1,0,0,3483,1,0,0,1
1,0,2,413,0,0,0,0
1,0,0,2423,0,0,0,0
0,0,0,31,0,0,0,0
0,0,0,73,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,267,0,0,0,0
0,0,1,1065,0,0,0,0
0,0,0,37,0,0,0,0
1,0,0,1883,1,0,0,1
0,0,0,28,0,0,0,0
1,0,3,1875,1,0,0,1
0,0,2,325,0,0,0,0
1,0,0,2619,0,0,0,0
1,0,3,2677,1,0,0,1
0,0,0,194,0,0,0,0
0,0,0,72,0,0,0,0
0,0,0,78,0,0,0,0
0,0,1,392,0,0,0,0
0,0,0,186,0,0,0,0
1,0,3,812,0,0,0,0
0,0,0,27,0,0,0,0
1,0,0,1462,1,0,0,1
0,0,1,186,0,0,0,0
0,0,0,47,0,0,0,0
0,0,2,591,0,0,0,0
0,0,0,50,0,0,0,0
0,0,1,213,0,0,0,0
1,0,17,2911,1,0,0,0
0,0,0,105,0,0,0,0
0,0,0,63,0,0,0,0
0,0,0,25,0,0,0,0
0,0,2,283,0,0,0,0
1,0,3,475,0,0,0,1
1,0,6,3191,1,0,0,1
1,0,5,3853,1,0,0,1
0,0,0,66,0,0,0,0
1,0,0,3454,0,0,0,0
1,0,5,2214,0,0,0,0
1,0,9,2990,1,0,0,1
1,0,0,2865,0,0,0,0
0,0,0,29,0,0,0,0
1,1,3,3722,0,0,0,0
0,0,1,86,0,0,0,0
0,0,0,26,0,0,0,0
0,0,0,3,0,0,0,0
1,0,3,2146,1,0,0,1
1,0,5,2016,1,0,0,1
1,0,15,3215,1,0,0,1
1,0,2,1949,1,0,0,1
0,0,0,85,0,0,0,0
0,0,4,1317,0,0,0,0
0,0,0,22,0,0,0,0
1,0,14,3126,1,0,0,1
1,0,8,2753,1,0,0,1
1,1,2,2530,1,0,0,0
0,0,0,3,0,0,0,0
0,0,0,4,0,0,0,0
1,0,1,2059,1,0,0,1
0,0,0,3,0,0,0,0
1,0,0,1123,0,0,0,0
0,0,0,75,0,0,0,0
0,0,0,83,0,0,0,0
1,0,0,3308,1,0,0,1
1,1,11,3141,1,0,0,1
0,0,1,33,0,0,0,0
0,0,0,4,0,0,0,0
1,0,10,3469,1,0,0,1
0,0,1,142,0,0,0,0
0,0,0,35,0,0,0,0
1,0,0,1934,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,20,0,0,0,0
1,1,1,2217,0,0,0,0
0,0,0,119,0,0,0,0
0,0,0,61,0,0,0,0
0,0,1,81,0,0,0,0
0,1,18,4679,0,0,0,1
0,0,0,22,0,0,0,0
1,1,0,48,0,0,0,0
0,0,3,3244,0,0,0,0
0,0,0,84,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,344,0,0,0,0
0,0,0,4,0,0,0,0
1,0,0,1723,0,0,0,0
1,0,0,2507,1,0,0,1
0,0,0,60,0,0,0,0
0,0,1,119,0,0,0,0
1,0,5,1662,1,0,0,1
0,0,0,718,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,730,0,0,0,0
1,0,6,1076,1,0,0,0
1,0,0,1419,0,0,0,0
0,0,0,97,0,0,0,0
0,0,0,34,0,0,0,0
1,0,9,1108,0,0,0,1
0,0,0,2,0,0,0,0
1,0,0,2188,0,0,0,1
1,0,3,1936,0,0,0,0
1,0,3,752,1,0,0,1
0,0,0,78,0,0,0,0
1,0,2,2983,1,0,0,1
1,0,0,1257,0,0,0,0
0,0,11,1000,0,0,0,0
1,0,3,180,0,0,0,0
0,0,38,24532,0,0,0,1
0,0,0,31,0,0,0,0
0,0,1,206,0,0,0,0
0,0,1,468,0,0,0,0
0,0,0,79,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,163,0,0,0,0
1,0,0,2427,0,0,0,0
0,0,0,10,0,0,0,0
1,0,2,1504,1,0,0,1
0,0,0,44,0,0,0,0
0,0,1,129,0,0,0,0
1,0,4,642,0,0,0,0
0,0,1,149,0,0,0,0
0,0,0,23,0,0,0,0
0,0,0,384,0,0,0,0
1,1,1,3657,1,0,0,1
1,1,0,3242,1,0,0,1
0,0,0,198,0,0,0,0
1,0,3,1144,1,0,0,1
1,0,5,2591,1,0,0,1
0,0,0,17,0,0,0,0
0,0,0,123,0,0,0,0
0,0,0,74,0,0,0,0
1,0,2,2286,1,0,0,1
0,0,9,2792,0,0,0,0
0,0,0,148,0,0,0,0
0,0,0,34,0,0,0,0
0,0,0,40,0,0,0,0
0,0,7,1392,0,0,0,0
1,0,1,1092,0,0,0,1
0,0,0,10,0,0,0,0
0,0,1,32,0,0,0,0
1,0,9,3436,1,0,0,1
0,0,0,2,0,0,0,0
0,0,0,144,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,489,0,0,0,0
1,0,4,3239,1,0,0,1
1,1,2,2315,0,0,0,0
0,0,0,50,0,0,0,0
0,0,3,635,0,0,0,0
0,0,0,25,0,0,0,0
1,0,2,713,1,0,0,0
1,0,3,1969,1,0,0,1
0,0,0,476,0,0,0,0
0,0,12,6509,0,0,0,0
1,0,2,143,0,0,0,0
1,0,0,3112,1,0,0,1
1,1,4,2114,0,0,0,1
0,0,0,9,0,0,0,0
0,0,0,2,0,0,0,0
0,0,1,81,0,0,0,0
0,0,2,944,0,0,0,0
0,0,0,93,0,0,0,0
0,0,0,8,0,0,0,0
1,0,3,4116,1,0,0,1
1,1,2,212,0,0,0,0
0,0,3,1046,0,0,0,0
0,0,0,75,0,0,0,0
1,0,0,1874,1,0,0,1
1,1,7,2887,0,0,0,0
0,0,0,179,0,0,0,0
1,1,0,48,0,0,0,0
1,0,16,4216,1,0,0,1
0,0,0,183,0,0,0,0
1,0,6,3056,1,0,0,1
1,1,0,48,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,18,0,0,0,0
1,0,4,1422,1,0,0,0
0,0,0,76,0,0,0,0
0,0,1,793,0,0,0,0
1,0,1,2463,1,0,0,1
0,0,0,3,0,0,0,0
1,0,0,2443,1,0,0,0
1,0,1,2670,1,0,0,1
0,0,1,152,0,0,0,0
1,0,9,2426,1,0,0,1
0,0,0,3,0,0,0,0
1,0,0,11089,1,0,0,1
0,0,0,36,0,0,0,0
0,0,0,85,0,0,0,0
1,0,8,2809,1,0,0,1
0,0,0,67,0,0,0,0
1,0,2,54,0,0,0,0
1,0,0,2424,1,0,0,0
0,0,0,50,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,90,0,0,0,0
1,0,14,4911,1,0,0,1
1,0,13,2882,1,0,0,1
1,0,10,1700,0,0,0,0
0,0,0,54,0,0,0,0
1,0,0,5259,0,0,0,0
0,0,0,3,0,0,0,0
0,0,1,583,0,0,0,0
1,0,3,1074,0,0,0,0
1,0,8,2146,1,0,0,1
0,0,0,2,0,0,0,0
1,0,13,2628,1,0,0,1
0,0,0,44,0,0,0,0
0,0,0,106,0,0,0,0
0,0,0,82,0,0,0,0
0,0,15,5559,0,0,0,0
0,0,7,1980,0,0,0,0
1,0,1,255,0,0,0,0
0,0,6,509,0,0,0,0
1,0,0,2761,1,0,0,0
1,0,2,641,1,0,0,1
0,0,0,90,0,0,0,0
0,0,14,5229,0,0,0,0
1,0,11,2893,1,0,0,1
1,0,1,2025,1,0,0,0
0,0,0,2,0,0,0,0
1,0,4,382,0,0,0,0
0,0,0,62,0,0,0,0
0,0,0,29,0,0,0,0
1,0,1,581,0,0,0,0
1,0,0,730,1,0,0,1
0,0,0,2,0,0,0,0
1,0,5,1038,1,0,0,1
1,0,4,3469,1,0,0,1
0,0,0,23,0,0,0,0
1,0,0,2046,1,0,0,1
1,0,8,1635,1,0,0,1
1,0,2,644,0,0,0,0
1,0,0,154,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,49,0,0,0,0
0,0,0,191,0,0,0,0
0,0,5,4967,0,0,0,0
1,0,2,1823,1,0,0,1
1,0,5,1275,1,0,0,1
0,0,0,233,0,0,0,0
0,0,0,3,0,0,0,0
0,0,1,62,0,0,0,0
1,0,13,7808,1,0,0,1
0,0,0,34,0,0,0,0
1,0,5,2284,1,0,0,1
0,0,11,2752,1,0,0,0
1,0,0,2366,1,0,0,0
0,0,0,311,0,0,0,0
1,1,13,2867,1,0,1,1
0,0,0,3,0,0,0,0
1,0,4,1227,1,0,0,0
0,0,3,103,0,0,0,0
0,0,2,166,0,0,0,0
0,0,2,127,0,0,0,0
1,0,1,1696,0,0,0,0
0,0,0,2,0,0,0,0
0,0,7,6817,0,0,0,0
1,0,21,3117,1,0,0,1
0,0,0,81,0,0,0,0
0,0,0,3,0,0,0,0
1,0,3,595,0,0,0,1
1,0,2,2468,1,0,0,1
0,0,0,185,0,0,0,0
0,0,0,10,0,0,0,0
1,0,9,3661,1,0,0,1
0,0,0,54,0,0,0,0
0,0,0,73,0,0,0,0
1,0,4,3351,1,0,0,1
0,0,0,125,0,0,0,0
1,0,3,2316,1,0,0,1
0,0,1,147,0,0,0,0
1,0,8,2073,0,0,0,0
0,0,2,443,0,0,0,0
0,0,1,211,0,0,0,0
0,0,0,21,0,0,0,0
1,0,11,2315,1,0,0,1
0,0,0,18,0,0,0,0
0,0,1,365,0,0,0,0
1,0,9,4020,1,0,0,0
1,0,5,1936,1,0,0,1
0,0,1,225,0,0,0,0
1,0,2,2677,0,0,0,0
0,0,0,179,0,0,0,0
1,0,5,1930,0,0,0,1
1,0,0,1423,0,0,0,0
1,0,1,1301,0,0,0,1
1,0,15,3197,0,0,0,0
1,0,0,2788,1,0,0,0
0,0,0,90,0,0,0,0
0,0,0,151,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,205,0,0,0,0
1,0,2,2047,1,0,0,1
1,1,2,2694,0,0,0,0
0,0,0,96,0,0,0,0
1,0,15,2667,1,0,0,1
1,0,7,2466,1,0,0,1
1,0,9,2984,1,0,0,1
0,0,0,9,0,0,0,0
0,0,4,3097,0,0,0,0
1,0,3,1230,1,0,0,1
1,0,7,611,1,0,0,1
1,0,1,1620,1,0,0,1
1,0,9,2426,1,0,0,1
1,0,0,2935,1,0,0,1
0,0,0,3,0,0,0,0
0,0,0,23,0,0,0,0
0,0,0,151,0,0,0,0
1,0,1,888,0,0,0,1
0,0,0,3,0,0,0,0
1,0,0,718,0,0,0,0
0,0,1,101,0,0,0,0
1,0,4,2216,1,0,0,0
1,1,7,1016,0,0,0,0
0,0,0,28,0,0,0,0
1,0,3,636,0,0,0,1
1,0,4,1483,0,0,0,0
1,0,10,3233,1,0,0,1
1,0,1,510,0,0,0,0
1,1,11,2797,1,0,0,1
0,0,0,74,0,0,0,0
0,0,0,10,0,0,0,0
1,0,8,2398,1,0,0,1
1,0,17,2931,1,0,0,1
0,0,1,261,0,0,0,0
0,0,2,137,0,0,0,0
0,0,3,625,0,0,0,0
1,0,3,1513,1,0,0,1
1,0,1,952,1,0,0,1
0,0,1,105,0,0,0,0
1,0,6,2595,1,0,0,1
0,0,1,106,0,0,0,0
0,0,0,44,0,0,0,0
0,0,0,27,0,0,0,0
1,0,7,2793,1,0,0,1
0,0,0,135,0,0,0,0
0,0,0,123,0,0,0,0
0,0,1,287,0,0,0,0
0,0,1,192,0,0,0,0
0,0,0,229,0,0,0,0
0,0,0,88,0,0,0,0
0,0,0,57,0,0,0,0
0,0,0,106,0,0,0,0
0,0,1,84,0,0,0,0
1,0,5,2439,0,0,0,0
1,0,7,2716,1,0,0,1
1,0,8,3226,1,0,0,1
0,0,1,88,0,0,0,0
0,0,1,428,0,0,0,0
0,0,0,82,0,0,0,0
0,0,0,105,0,0,0,0
0,0,0,19,0,0,0,0
0,0,1,158,0,0,0,0
1,0,0,517,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,26,0,0,0,0
0,0,0,7,0,0,0,0
1,0,3,132,0,0,0,0
1,0,5,2557,1,0,0,1
1,0,0,2372,1,0,0,1
0,0,0,267,0,0,0,0
0,0,1,209,0,0,0,0
0,0,0,180,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,34,0,0,0,0
1,1,8,1556,0,0,0,1
0,0,0,4,0,0,0,0
0,0,4,3906,0,0,0,0
1,0,2,597,0,0,0,0
0,0,5,377,0,0,0,0
0,0,0,81,0,0,0,0
0,0,0,128,0,0,0,0
0,0,1,62,0,0,0,0
0,0,40,27921,1,0,0,0
0,0,0,284,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,111,0,0,0,0
1,0,0,2057,1,0,0,1
0,0,0,3,0,0,0,0
0,0,0,74,0,0,0,0
1,0,2,836,1,0,0,1
1,0,3,335,0,0,0,0
0,0,0,48,0,0,0,0
1,0,26,4783,1,0,0,1
1,0,4,2357,0,0,0,0
1,0,0,2500,1,0,0,1
0,0,1,127,0,0,0,0
1,0,0,1957,0,0,0,0
0,0,0,378,0,0,0,0
1,0,4,487,0,0,0,0
0,0,1,209,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,53,0,0,0,0
0,0,1,87,0,0,0,0
1,0,0,7596,0,0,0,0
1,0,12,4863,1,0,0,1
0,0,3,267,0,0,0,0
1,0,6,2700,1,0,0,1
1,0,0,3449,0,0,0,0
1,0,6,600,0,0,0,0
0,0,0,249,0,0,0,0
0,0,0,16,0,0,0,0
0,0,1,88,0,0,0,0
1,0,0,15483,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,155,0,0,0,0
0,0,1,136,0,0,0,0
0,0,0,87,0,0,0,0
0,0,1,236,0,0,0,0
0,0,1,407,0,0,0,0
1,0,13,2687,0,0,0,0
0,0,1,173,0,0,0,0
0,0,0,38,0,0,0,0
0,0,0,9,0,0,0,0
1,0,1,574,0,0,0,0
0,0,0,18,0,0,0,0
0,0,1,81,0,0,0,0
1,1,5,2711,1,0,0,1
0,0,0,10,0,0,0,0
0,0,0,45,0,0,0,0
0,0,0,12,0,0,0,0
1,1,2,182,0,0,0,0
0,0,3,179,0,0,0,0
1,0,0,2227,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,101,0,0,0,0
0,0,0,55,0,0,0,0
0,0,0,5,0,0,0,0
1,0,7,4644,1,0,0,1
1,0,0,1200,0,0,0,1
1,0,3,779,1,0,0,0
1,0,4,275,1,0,0,0
0,0,2,1585,0,0,0,0
0,0,0,327,0,0,0,0
0,0,0,288,1,0,0,0
0,0,0,63,0,0,0,0
1,0,15,1248,1,0,0,1
0,0,2,225,0,0,0,0
0,0,0,209,0,0,0,0
1,0,6,4148,1,0,0,0
1,0,8,669,0,0,0,1
0,0,0,3,0,0,0,0
0,0,0,1209,0,0,0,0
1,0,6,3027,1,0,0,1
0,0,0,155,0,0,0,0
0,0,34,11914,0,0,0,0
0,0,0,3,0,0,0,0
1,0,4,2266,1,0,0,1
0,0,0,3,0,0,0,0
0,0,0,60,0,0,0,0
0,0,0,55,0,0,0,0
0,0,0,38,0,0,0,0
1,0,0,1435,1,0,0,0
1,0,3,3361,1,0,0,1
0,0,1,89,0,0,0,0
0,0,2,239,0,0,0,0
1,0,9,654,0,0,0,0
0,0,2,119,0,0,0,0
0,0,2,580,0,0,0,0
0,0,0,71,0,0,0,0
1,0,2,183,0,0,0,0
1,0,0,2800,0,0,0,0
1,0,3,502,0,0,0,0
1,0,0,255,0,0,0,0
0,0,2,160,0,0,0,0
1,0,10,2662,1,0,0,1
1,0,5,2257,1,0,0,1
0,0,1,78,0,0,0,0
1,0,1,1212,1,0,0,1
0,0,0,24,0,0,0,0
1,0,3,1181,0,0,0,1
1,0,0,4039,1,0,0,1
0,0,1,652,0,0,0,0
1,0,13,3396,1,0,0,1
1,0,4,417,0,0,0,0
1,0,0,3667,1,0,0,0
1,0,0,2870,1,0,0,0
0,0,0,119,0,0,0,0
1,1,0,48,0,0,0,0
1,0,8,1542,0,0,0,1
0,0,0,31,0,0,0,0
0,0,1,101,0,0,0,0
1,0,3,3460,1,0,0,1
0,0,0,122,0,0,0,0
0,0,0,43,0,0,0,0
1,0,4,3059,1,0,0,1
1,0,12,1582,0,0,0,0
0,0,0,66,0,0,0,0
0,0,0,25,0,0,0,0
1,0,8,2027,1,0,0,1
0,0,0,28,0,0,0,0
1,0,4,3093,1,0,0,0
0,0,0,15,0,0,0,0
0,0,2,734,0,0,0,0
1,0,1,501,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,62,0,0,0,0
0,0,1,176,0,0,0,0
1,0,0,981,0,0,0,0
0,0,0,288,0,0,0,0
1,1,9,1202,1,0,0,1
1,1,6,265,0,0,0,0
0,0,0,91,0,0,0,0
1,0,3,1209,0,0,0,0
0,0,0,56,0,0,0,0
1,0,3,614,0,0,0,1
1,0,2,236,0,0,0,0
0,0,1,102,0,0,0,0
0,0,2,501,0,0,0,0
0,0,2,116,0,0,0,0
1,0,4,2374,0,0,0,0
0,0,1,147,0,0,0,0
0,0,0,10,0,0,0,0
1,0,0,3130,1,0,0,1
1,0,0,1949,0,0,0,0
1,0,0,1395,1,0,0,0
1,0,3,471,0,0,0,0
0,0,7,1972,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,96,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,60,0,0,0,0
0,0,1,104,0,0,0,0
1,0,0,5751,0,0,0,0
0,0,0,220,0,0,0,0
0,0,1,26,0,0,0,0
1,0,14,1833,0,0,0,0
1,0,3,3416,1,0,0,1
0,0,0,38,0,0,0,0
1,0,3,1497,0,0,0,0
0,0,0,200,0,0,0,0
1,0,0,399,0,0,0,0
1,0,0,15,0,0,0,0
0,0,0,433,0,0,0,0
0,0,18,6882,0,0,0,0
0,0,0,26,0,0,0,0
1,0,3,615,0,0,0,1
0,0,0,109,0,0,0,0
1,0,0,4099,0,0,0,0
0,0,0,153,0,0,0,0
1,1,11,3090,0,0,0,0
1,0,0,4034,0,0,0,1
0,0,1,43,0,0,0,0
0,0,0,52,0,0,0,0
0,0,1,190,0,0,0,0
1,0,5,2416,1,0,0,1
1,0,5,2318,1,0,0,1
0,0,0,147,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,7,0,0,0,0
1,0,15,2753,1,0,0,1
0,0,0,9,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,21,0,0,0,0
1,0,1,909,1,0,0,1
0,0,0,31,0,0,0,0
0,0,0,159,0,0,0,0
0,0,0,240,0,0,0,0
0,0,0,139,0,0,0,0
0,0,0,1527,0,0,0,0
1,0,4,2093,1,0,0,1
1,0,3,2736,1,0,0,0
0,0,0,89,0,0,0,0
1,0,0,1836,1,0,0,0
0,0,1,123,0,0,0,0
0,0,0,295,0,0,0,0
1,0,0,2825,1,0,0,1
1,0,5,1905,1,0,0,0
0,0,0,3,0,0,0,0
0,0,0,33,0,0,0,0
1,0,5,1173,0,0,0,0
1,0,9,1946,1,0,0,1
0,0,1,79,0,0,0,0
0,0,2,147,0,0,0,0
1,0,1,1984,0,1,0,1
0,0,0,133,0,0,0,0
1,0,6,1810,1,0,0,1
0,0,5,1247,0,0,0,0
0,0,1,872,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,73,0,0,0,0
0,0,0,19,0,0,0,0
1,0,10,1608,1,0,0,1
1,0,5,710,0,0,0,1
0,0,0,92,0,0,0,0
0,0,0,22,0,0,0,0
1,0,3,1906,1,0,0,0
0,0,0,68,0,0,0,0
1,0,6,1234,1,0,0,0
1,0,1,2059,1,0,0,1
1,0,0,1184,1,0,0,1
0,0,0,132,0,0,0,0
1,1,3,3141,1,0,0,1
0,0,0,16,0,0,0,0
0,0,0,214,0,0,0,0
0,0,1,190,0,0,0,0
0,1,11,3841,0,0,0,1
0,0,0,36,0,0,0,0
0,0,1,268,0,0,0,0
0,0,0,13,0,0,0,0
1,0,0,2495,1,0,0,0
0,0,1,94,0,0,0,0
0,0,1,260,0,0,0,0
1,0,5,2216,1,0,0,1
0,0,0,136,0,0,0,0
0,0,0,150,0,0,0,0
1,0,0,2876,1,0,0,1
0,0,0,108,0,0,0,0
0,0,6,1882,0,0,0,0
1,0,5,2812,0,0,0,1
0,0,0,34,0,0,0,0
0,0,0,98,0,0,0,0
1,0,2,2010,0,0,0,0
0,0,0,3,0,0,0,0
1,0,7,2931,1,0,0,1
0,0,0,27,0,0,0,0
0,0,0,55,0,0,0,0
1,0,5,1459,0,0,0,0
1,0,0,3113,1,0,0,1
0,0,0,17,0,0,0,0
0,0,0,27,0,0,0,0
0,0,0,153,0,0,0,0
1,0,4,2823,0,0,0,1
1,0,4,2945,1,0,0,1
0,0,2,271,0,0,0,0
0,0,8,2407,0,0,0,0
1,0,5,1949,0,0,0,1
1,1,0,3964,1,0,0,1
0,0,0,27,0,0,0,0
1,0,0,3032,0,0,0,0
0,0,0,35,0,0,0,0
0,0,2,237,0,0,0,0
0,0,1,160,0,0,0,0
1,0,11,2091,1,0,0,1
1,0,4,522,1,0,0,1
0,0,0,104,0,0,0,0
0,0,0,20,0,0,0,0
1,0,5,1499,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,132,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,1,0,0,0,0
0,0,1,274,0,0,0,0
1,0,2,291,0,0,0,0
1,0,1,594,1,0,0,0
0,0,0,2669,0,0,0,0
1,0,6,3066,1,0,0,1
1,0,0,1633,1,0,0,0
0,0,2,227,0,0,0,0
0,0,0,788,0,0,0,0
0,0,0,67,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,19,0,0,0,0
0,0,5,473,0,0,0,0
1,1,14,1173,0,0,0,1
1,0,0,1516,1,0,0,1
0,0,0,167,0,0,0,0
0,0,0,36,0,0,0,0
1,0,2,1556,1,0,0,1
0,0,0,108,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,55,0,0,0,0
0,0,8,4228,0,0,0,0
0,0,3,1224,0,0,0,1
0,0,0,3,0,0,0,0
1,1,6,432,0,0,0,0
1,0,0,180,0,0,0,0
0,0,0,116,0,0,0,0
0,0,0,12,0,0,0,0
1,0,0,3111,1,0,0,1
0,0,0,362,0,0,0,0
1,0,8,1493,0,0,0,0
1,0,0,2809,1,0,0,1
1,0,4,255,0,0,0,0
0,0,0,77,0,0,0,0
0,0,1,134,0,0,0,0
1,0,4,503,0,0,0,0
1,0,1,1393,0,0,0,0
1,0,2,659,1,0,0,1
1,0,0,1336,0,0,0,0
1,1,1,72,0,0,0,0
1,0,0,3448,1,0,0,1
1,0,4,4292,1,0,0,1
1,0,1,1144,1,0,0,0
1,0,0,878,0,0,0,0
0,0,0,33,0,0,0,0
1,0,0,950,1,0,0,0
0,0,0,81,0,0,0,0
0,0,1,713,0,0,0,0
0,0,0,20,0,0,0,0
1,1,7,3448,1,0,0,1
0,0,1,231,0,0,0,0
1,0,7,2231,0,0,0,1
1,0,2,2195,1,0,0,1
0,0,0,100,0,0,0,0
0,0,1,62,0,0,0,0
0,0,4,460,0,0,0,0
0,0,0,8,0,0,0,0
1,0,6,2402,1,0,0,1
1,1,0,1303,0,0,0,0
1,0,36,905,0,0,0,0
1,0,9,1394,0,0,0,1
1,0,17,3076,1,0,0,0
1,0,6,1501,1,0,0,1
0,0,0,4,0,0,0,0
0,0,0,182,0,0,0,0
0,0,1,148,0,0,0,0
1,0,1,44,0,0,0,0
0,0,0,4,0,0,0,0
1,0,0,2366,1,0,0,0
0,0,0,714,0,0,0,0
0,0,0,123,0,0,0,0
1,0,0,2599,1,0,0,0
0,0,1,216,0,0,0,0
1,0,1,877,1,0,0,1
1,0,0,6598,1,0,0,1
0,0,2,823,0,0,0,0
0,0,0,95,0,0,0,0
1,0,1,1913,1,0,0,1
1,0,2,2948,1,0,0,1
1,1,19,2280,1,0,0,1
1,0,5,1536,1,0,0,0
1,0,0,2564,1,0,0,0
1,1,6,2673,1,0,0,1
1,0,10,2884,1,0,0,1
0,0,0,11,0,0,0,0
1,0,2,1150,1,0,0,0
0,0,0,42,0,0,0,0
1,0,3,3412,1,0,0,1
0,0,1,146,0,0,0,0
1,0,4,1603,0,0,0,0
1,1,0,48,0,0,0,0
1,0,9,3550,1,0,0,1
1,1,6,2606,1,0,0,1
0,0,0,10,0,0,0,0
1,0,2,2273,1,0,0,1
0,0,1,281,0,0,0,0
1,0,18,3326,1,0,0,1
0,0,0,25,0,0,0,0
1,0,0,3019,0,0,0,0
0,0,0,87,0,0,0,0
1,0,7,2136,1,0,0,1
1,0,0,695,1,0,0,1
1,0,2,4128,1,0,0,1
0,0,0,128,0,0,0,0
1,1,0,3994,1,0,0,1
0,0,0,97,0,0,0,0
0,0,0,8,0,0,0,0
1,0,4,2618,0,0,0,0
0,0,2,73,0,0,0,0
0,0,1,245,0,0,0,0
0,0,2,86,0,0,0,0
1,0,0,255,0,0,0,0
0,0,0,120,0,0,0,0
0,0,1,99,0,0,0,0
0,0,0,1366,0,0,0,0
0,0,1,244,0,0,0,0
0,0,0,48,0,0,0,0
0,0,0,88,0,0,0,0
1,0,1,616,1,0,0,1
1,0,0,17140,0,0,0,0
1,0,0,2651,1,0,0,1
0,0,0,5,0,0,0,0
1,0,0,3454,0,0,0,1
0,0,0,28,0,0,0,0
1,0,3,1177,0,0,0,1
1,1,0,1789,1,0,0,0
1,0,0,95,0,0,0,0
0,0,0,19,0,0,0,0
0,0,1,287,0,0,0,0
0,0,0,13,0,0,0,0
1,0,7,2846,1,0,0,1
1,0,7,1992,1,0,0,1
1,1,5,4071,1,0,0,1
0,0,0,14,0,0,0,0
1,1,8,3246,1,0,0,1
0,0,27,5741,0,0,0,0
0,0,5,414,0,0,0,0
0,0,1,98,0,0,0,0
0,0,3,1250,0,0,0,0
1,0,0,1607,0,0,0,1
0,0,0,132,0,0,0,0
0,0,1,320,0,0,0,0
1,0,8,2113,1,0,0,1
0,0,6,5274,0,0,0,0
1,0,0,2473,1,0,0,0
0,0,0,3,0,0,0,0
1,0,9,2060,1,0,0,0
0,0,0,255,0,0,0,0
1,0,0,1922,0,0,0,0
1,1,5,194,0,0,0,0
0,0,0,141,0,0,0,0
0,0,0,17,0,0,0,0
0,0,3,817,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,26,0,0,0,0
0,0,0,28,0,0,0,0
1,0,7,1993,1,0,0,1
0,0,3,355,0,0,0,0
